序號,縣市,監測日期,測站,二氧化硫
SO2
(ppb),一氧化碳
CO
(ppm),二氧化碳
CO2
(ppm),臭氧
O3
(ppb),"懸浮微粒
PM 10 
(μg/m 3 )","細懸浮微粒
PM 2.5 
(μg/m 3 )",氮氧化物
NOx
(ppb),一氧化氮
NO
(ppb),二氧化氮
NO2
(ppb),總碳氫化合物
THC
(ppm),非甲烷碳氫化合物
NMHC
(ppm),甲烷
CH4
(ppm),風速
WIND_SPEED
(m/sec),小時風速值
WS_HR
(m/sec),溫度
AMB_TEMP
(℃),降雨強度
RAIN_INT
(㎜),酸雨
PH_RAIN
(pH),相對濕度
RH
344,屏東縣,2017/08/03,恆春,3.2,0.09,395.35,27.9,33,12,3.15,0.54,2.57,-,-,-,2.37,2.08,29.01,0.5,5.04,91.6,2.94
345,屏東縣,2017/08/02,屏東,1.4,0.52,-,22.5,20,10,-,-,-,2.149,0.169,1.979,1.19,0.89,27.34,-,-,83.27,-
346,屏東縣,2017/08/02,潮州,1.9,0.18,-,20.1,23,8,5.93,1.34,4.56,-,-,-,1.51,1.04,26.18,-,-,94.13,-
347,屏東縣,2017/08/02,恆春,2,0.13,398.79,32.9,34,12,4.14,1.25,2.89,-,-,-,3.5,2.66,27.35,11.83,4.31,95.93,7.82
348,屏東縣,2017/08/01,屏東,2.4,0.45,-,14.2,22,6,-,-,-,2.023,0.144,1.88,1.79,1.55,26.82,-,-,86.47,-
349,屏東縣,2017/08/01,潮州,0.9,0.12,-,19.6,28,8,3.9,0.55,3.31,-,-,-,1.96,1.85,26.39,-,-,93.51,-
350,屏東縣,2017/08/01,恆春,1.3,0.05,-,25.9,-,14,3.23,1.09,2.13,-,-,-,4.44,4.18,28.74,1.5,4.71,93.14,46.92
351,臺東縣,2017/08/05,臺東,1.6,0.25,-,18.8,36,12,6.23,2.01,4.22,-,-,-,1.54,1.18,30.32,0,0,71.7,0
352,臺東縣,2017/08/05,關山,1,-,-,16.8,31,12,3.44,1.02,2.41,-,-,-,1.09,0.87,30.39,-,-,70.79,-
353,臺東縣,2017/08/04,臺東,1.6,0.25,-,16.4,33,11,5.24,2.8,2.44,-,-,-,1.65,1.28,29.79,0,0,74.86,0
354,臺東縣,2017/08/04,關山,1.2,-,-,15.7,30,11,4.14,2.46,1.67,-,-,-,1.25,1.06,29.57,-,-,73.09,-
355,臺東縣,2017/08/03,臺東,0.7,0.29,-,18.5,34,11,5.82,1.34,4.47,-,-,-,1.61,1.21,29.8,3,4.07,75.23,22.75
356,臺東縣,2017/08/03,關山,1.7,-,-,15.9,36,11,3.77,1.76,2,-,-,-,1.24,0.98,28.89,-,-,75.87,-
357,臺東縣,2017/08/02,臺東,1.6,0.28,-,17.6,-,10,7.14,2.63,4.51,-,-,-,1.2,0.71,29.35,0,0,74.36,0
358,臺東縣,2017/08/02,關山,1.2,-,-,18.7,31,9,3.27,1.26,2,-,-,-,1.34,0.67,29.04,-,-,73.8,-
359,臺東縣,2017/08/01,臺東,1,0.28,-,17.2,-,9,7.59,3.77,3.79,-,-,-,1.98,1.56,29.08,0,0,76.55,0
360,臺東縣,2017/08/01,關山,1.4,-,-,14,30,9,6.34,2.12,4.21,-,-,-,1.18,0.77,27.65,-,-,79.46,-
361,花蓮縣,2017/08/05,花蓮,2.4,0.2,-,25.9,37,19,5.89,3,2.9,-,-,-,1.88,1.54,30.63,0,0,76.11,0
362,花蓮縣,2017/08/04,花蓮,2.6,0.22,-,27.7,37,18,5.52,1.66,3.86,-,-,-,1.87,1.54,30.43,0,0,73.74,0
363,花蓮縣,2017/08/03,花蓮,-,0.21,-,-,-,-,-,-,-,-,-,-,1.91,1.63,30.58,0,0,74.08,0
364,花蓮縣,2017/08/02,花蓮,2.2,0.21,-,23.2,35,11,-,-,-,-,-,-,1.95,1.63,30.25,0,0,75.13,0
365,花蓮縣,2017/08/01,花蓮,2.2,0.27,-,17.6,38,12,12.48,3.12,9.41,-,-,-,2.04,1.61,29.61,0,0,74.98,0
366,澎湖縣,2017/08/05,馬公,0.5,0.15,-,18.6,27,13,7.59,2.31,5.28,-,-,-,1.65,1.33,29.66,0,0,83.35,0
367,澎湖縣,2017/08/04,馬公,-,0.2,-,21.3,26,12,6.96,2.51,4.44,-,-,-,1.81,1.52,29.83,0,0,84.42,0
368,澎湖縣,2017/08/03,馬公,1.2,0.19,-,24.5,24,14,8.29,3.12,5.17,-,-,-,2.06,1.8,29.57,0,0,86.5,0
369,澎湖縣,2017/08/02,馬公,-,0.24,-,23.6,13,10,8.39,2.28,6.11,-,-,-,2.15,1.86,27.76,7.71,4.97,91.87,9.77
370,澎湖縣,2017/08/01,馬公,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
371,金門縣,2017/08/05,金門,3.1,0.11,-,30.8,36,17,7.46,1.84,5.62,-,-,-,4.2,4,31.8,0,0,78.42,0
372,金門縣,2017/08/04,金門,3.1,0.12,-,28.3,33,16,6.82,2.22,4.6,-,-,-,2.98,2.76,31.8,0,0,78.18,0
373,金門縣,2017/08/03,金門,3,0.15,-,30.1,34,18,8.62,1.05,7.53,-,-,-,2.48,2.38,31.52,0,0,78.4,0
374,金門縣,2017/08/02,金門,2.7,0.16,-,27.8,33,15,8.86,0.7,8.08,-,-,-,2.4,2.16,30.27,0,0,84.55,0
375,金門縣,2017/08/01,金門,2.9,0.18,-,39.4,32,12,6.12,0.3,5.83,-,-,-,3.51,3.44,29.57,0,0,86.51,0
376,連江縣,2017/08/05,馬祖,3.6,0.13,-,28.6,45,15,6.08,0.73,5.36,-,-,-,5.44,5.43,29.63,0,0,85.7,0
377,連江縣,2017/08/04,馬祖,3,0.15,-,35.2,44,16,5.49,1.19,4.32,-,-,-,4.53,4.46,29.73,0,0,85.36,0
378,連江縣,2017/08/03,馬祖,2.9,0.09,-,28.4,34,11,3.5,0.47,3.1,-,-,-,4.16,4.05,29.28,0,0,91.97,0
379,連江縣,2017/08/02,馬祖,2.3,0.13,-,-,29,6,-,-,-,-,-,-,3.4,3.29,28.02,0,0,93.06,0
380,連江縣,2017/08/01,馬祖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,
