序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
209,臺北市,2014/01/02,陽明,2.8,0.25,412.82,53.7,21,20,5.29,0.66,4.57,-,15.86,78.46
210,臺北市,2014/01/02,士林,3.8,0.94,-,27.7,76,45,56.59,21.83,34.76,1.68,20.43,69.48
211,臺北市,2014/01/01,松山,3.8,0.59,427.7,31.2,44,33,33.41,6.61,26.8,2.09,16.86,66.59
212,臺北市,2014/01/01,古亭,2.5,0.63,-,32.2,55,29,30.75,7.53,23.23,2.61,17.7,67.13
213,臺北市,2014/01/01,中山,4.2,0.79,-,24.1,69,41,46.89,13.76,33.13,2.02,18.36,66.5
214,臺北市,2014/01/01,大同,3.7,1.39,-,-,78,43,86.79,44.1,42.69,-,-,-
215,臺北市,2014/01/01,萬華,3.7,0.73,-,26.9,47,32,44.55,10.65,33.9,2.73,18.09,64.33
216,臺北市,2014/01/01,陽明,3.8,0.25,413.41,61.6,27,21,4.12,1.11,3.01,-,11.93,87.21
217,臺北市,2014/01/01,士林,4.2,0.68,-,42.2,51,35,36.51,17.54,18.97,2.2,17.79,65.16
218,新北市,2014/01/31,板橋,2.4,0.65,-,25.0,62,48,28.46,3.79,24.67,1.62,21.82,59.16
219,新北市,2014/01/31,三重,3.2,1.32,-,-,82,57,104.97,66.56,38.41,-,21.47,61.15
220,新北市,2014/01/31,菜寮,2.4,0.79,-,25.4,61,52,42.29,17.03,25.26,2.26,21.1,60.69
221,新北市,2014/01/31,永和,1.1,0.6,-,30.5,52,43,23.78,6.93,16.85,1.91,21.28,66.81
222,新北市,2014/01/31,新莊,1.8,0.66,-,24.9,60,49,32.83,8.48,24.35,2.8,20.38,64.5
223,新北市,2014/01/31,新店,1.9,0.32,-,40.3,49,36,11.61,1.71,9.9,2.34,21.08,60.26
224,新北市,2014/01/31,淡水,1.8,0.35,-,40.2,52,40,13.93,2.93,10.99,-,-,-
225,新北市,2014/01/31,汐止,3.1,0.43,-,26.0,47,36,22.24,5.26,16.97,1.79,19.97,72.19
226,新北市,2014/01/31,土城,1.7,0.53,-,29.0,55,44,22.83,3.93,18.9,1.35,20.06,64.17
227,新北市,2014/01/31,林口,2.1,0.31,-,43.4,39,30,10.57,1.01,9.56,2.63,20.13,64.05
228,新北市,2014/01/31,萬里,2.4,0.24,-,39.3,35,23,7.21,1.73,5.48,3.86,18.83,73.66
229,新北市,2014/01/30,板橋,4.7,1.13,-,30.0,88,69,49.85,10.9,38.95,1.12,19.89,58.05
230,新北市,2014/01/30,三重,6.0,1.77,-,-,96,74,122.71,68.24,54.47,-,19.22,58.76
231,新北市,2014/01/30,菜寮,5.2,1.09,-,25.4,80,68,56.88,19.96,36.93,1.0,18.75,60.37
232,新北市,2014/01/30,永和,3.2,1.06,-,28.9,64,55,45.66,11.05,34.61,1.17,19.61,62.45
233,新北市,2014/01/30,新莊,5.1,1.19,-,23.8,83,70,64.67,24.57,40.11,1.24,18.53,65.02
234,新北市,2014/01/30,新店,2.9,0.66,-,41.6,67,54,25.78,3.24,22.54,1.33,19.38,56.63
235,新北市,2014/01/30,淡水,5.2,0.62,-,19.4,72,53,38.36,10.49,27.88,-,-,-
236,新北市,2014/01/30,汐止,5.6,0.79,-,21.2,58,47,44.8,16.77,28.03,1.28,17.97,70.42
237,新北市,2014/01/30,土城,3.8,1.01,-,31.9,82,66,48.91,16.65,32.26,0.85,17.64,66.71
238,新北市,2014/01/30,林口,5.0,0.65,-,30.2,58,49,33.14,4.77,28.36,0.95,18.51,57.53
239,新北市,2014/01/30,萬里,2.7,0.36,-,40.3,50,37,13.74,2.61,11.13,2.72,15.2,78.81
240,新北市,2014/01/29,板橋,4.0,0.63,-,24.0,51,26,34.66,8.93,25.73,1.79,20.53,62.24
241,新北市,2014/01/29,三重,3.5,1.98,-,-,68,31,147.22,101.64,45.58,-,20.25,64.32
242,新北市,2014/01/29,菜寮,2.4,0.66,-,22.3,43,26,36.12,9.65,26.47,1.78,19.45,65.89
243,新北市,2014/01/29,永和,2.3,1.08,-,21.6,40,24,53.89,26.33,27.56,1.64,20.69,67.24
244,新北市,2014/01/29,新莊,4.7,0.56,-,24.5,45,27,35.84,9.22,26.62,2.11,19.73,64.72
245,新北市,2014/01/29,新店,2.6,0.48,-,28.2,33,17,24.61,6.2,18.42,1.58,19.82,63.73
246,新北市,2014/01/29,淡水,2.8,0.27,-,34.2,38,20,13.06,2.85,10.22,-,-,-
247,新北市,2014/01/29,汐止,3.7,0.48,-,14.3,33,15,40.08,16.09,23.99,1.58,18.6,73.94
248,新北市,2014/01/29,土城,2.4,0.5,-,30.1,43,25,27.01,5.96,21.06,1.29,19.36,65.32
249,新北市,2014/01/29,林口,4.2,0.38,-,28.7,36,23,27.47,9.93,17.51,1.8,17.66,73.37
250,新北市,2014/01/29,萬里,0.9,0.19,-,33.2,31,11,7.67,1.56,6.11,2.98,17.41,77.0
251,新北市,2014/01/28,板橋,2.3,0.54,-,23.8,35,17,30.31,6.66,23.66,2.04,20.07,55.62
252,新北市,2014/01/28,三重,3.5,1.86,-,-,64,23,145.9,98.55,47.35,-,19.87,58.56
253,新北市,2014/01/28,菜寮,2.1,0.57,-,24.2,31,17,30.55,6.6,23.95,2.03,19.35,58.66
254,新北市,2014/01/28,永和,2.6,0.71,-,24.1,29,17,34.6,13.33,21.26,1.98,19.5,64.64
255,新北市,2014/01/28,新莊,2.1,0.54,-,25.3,34,17,29.59,5.58,24.01,2.54,19.29,59.2
256,新北市,2014/01/28,新店,1.8,0.39,-,30.0,29,14,20.01,4.16,15.84,1.76,18.86,60.35
257,新北市,2014/01/28,淡水,3.5,0.25,-,35.3,32,16,13.51,2.59,10.92,-,-,-
258,新北市,2014/01/28,汐止,1.9,0.45,-,12.9,31,13,49.11,21.15,27.95,1.91,17.66,71.12
259,新北市,2014/01/28,土城,2.1,0.46,-,32.0,32,17,19.3,2.32,16.98,1.45,19.07,57.93
260,新北市,2014/01/28,林口,3.1,0.26,-,34.8,27,12,15.33,2.13,13.2,2.42,17.76,64.38
261,新北市,2014/01/28,萬里,2.3,0.17,-,33.2,31,9,8.27,2.04,6.23,3.36,16.44,76.45
262,新北市,2014/01/27,板橋,1.5,0.41,-,27.4,43,16,23.31,4.52,18.79,2.58,18.04,57.34
263,新北市,2014/01/27,三重,3.9,1.55,-,-,74,23,113.69,73.72,39.97,-,17.88,57.98
264,新北市,2014/01/27,菜寮,3.0,0.39,-,31.3,39,18,19.86,2.91,16.95,2.72,17.39,57.86
265,新北市,2014/01/27,永和,-,0.56,-,31.3,40,17,27.97,11.38,16.6,2.39,17.75,65.14
266,新北市,2014/01/27,新莊,5.2,0.4,-,30.1,45,17,22.67,4.07,18.61,4.2,17.4,58.81
267,新北市,2014/01/27,新店,1.8,0.35,-,32.8,41,13,18.55,3.82,14.72,2.14,17.22,59.94
268,新北市,2014/01/27,淡水,0.9,0.2,-,40.7,39,18,6.92,1.31,5.6,-,-,-
269,新北市,2014/01/27,汐止,2.3,0.3,-,25.6,36,13,23.11,5.17,17.94,1.92,17.14,65.29
270,新北市,2014/01/27,土城,1.9,0.36,-,33.2,42,17,16.26,1.98,14.28,1.67,17.04,60.73
271,新北市,2014/01/27,林口,1.9,0.22,-,36.6,38,11,11.3,1.81,9.49,3.21,15.44,65.12
272,新北市,2014/01/27,萬里,2.1,0.12,-,43.9,78,9,5.37,1.36,4.0,5.03,16.55,68.01
273,新北市,2014/01/26,板橋,2.4,0.56,-,34.0,90,55,22.35,1.93,20.42,2.16,17.2,60.53
274,新北市,2014/01/26,三重,3.7,1.42,-,-,123,64,123.6,76.2,47.4,-,16.88,62.83
275,新北市,2014/01/26,菜寮,2.6,0.55,-,36.2,82,53,23.09,4.87,18.23,2.52,16.43,62.52
276,新北市,2014/01/26,永和,3.1,0.67,-,33.7,86,58,27.92,6.03,21.89,2.17,16.73,70.03
277,新北市,2014/01/26,新莊,2.6,0.59,-,35.1,82,51,25.87,6.42,19.45,3.41,16.17,64.36
278,新北市,2014/01/26,新店,2.2,0.47,-,41.8,87,51,16.06,1.65,14.41,1.59,16.19,64.71
279,新北市,2014/01/26,淡水,3.0,0.43,-,45.5,95,59,15.21,4.17,11.04,-,-,-
280,新北市,2014/01/26,汐止,3.4,0.43,-,36.4,84,55,19.63,4.41,15.22,2.11,16.08,72.14
281,新北市,2014/01/26,土城,3.6,0.62,-,36.6,92,60,26.04,7.12,18.92,1.33,15.76,66.5
282,新北市,2014/01/26,林口,2.2,0.37,-,42.8,79,45,12.92,1.51,11.42,2.26,14.42,72.8
283,新北市,2014/01/26,萬里,3.2,0.3,-,53.3,114,52,7.02,1.6,5.42,8.3,15.98,72.31
284,新北市,2014/01/25,板橋,10.0,1.0,-,17.8,67,41,63.16,24.95,38.22,1.44,18.48,50.93
285,新北市,2014/01/25,三重,6.0,2.16,-,-,76,37,173.71,119.21,54.5,-,18.41,54.25
286,新北市,2014/01/25,菜寮,8.1,1.3,-,17.8,68,44,92.47,49.42,43.05,0.98,17.81,54.84
287,新北市,2014/01/25,永和,3.9,1.33,-,11.9,46,30,74.17,33.99,40.18,1.15,18.37,59.56
288,新北市,2014/01/25,新莊,10.4,1.29,-,16.2,63,44,80.45,37.52,42.93,1.3,17.31,57.06
289,新北市,2014/01/25,新店,1.9,0.6,-,23.0,38,20,37.63,11.32,26.3,1.24,17.78,54.52
290,新北市,2014/01/25,淡水,3.8,0.8,-,20.1,54,35,55.75,20.45,35.29,-,-,-
291,新北市,2014/01/25,汐止,4.5,0.76,-,14.8,46,28,64.82,31.5,33.32,1.39,17.52,62.64
292,新北市,2014/01/25,土城,5.7,0.72,-,17.4,56,35,56.18,22.12,34.06,1.08,16.16,59.95
293,新北市,2014/01/25,林口,6.2,0.51,-,26.4,39,21,37.93,8.97,28.96,1.07,17.54,47.25
294,新北市,2014/01/25,萬里,2.6,0.23,-,37.0,29,13,12.73,2.17,10.56,3.51,16.9,61.94
295,新北市,2014/01/24,板橋,9.4,0.83,-,20.6,62,34,57.65,21.58,36.07,1.7,16.75,51.09
296,新北市,2014/01/24,三重,7.2,2.22,-,-,81,38,199.85,142.09,57.77,-,16.89,55.36
297,新北市,2014/01/24,菜寮,6.9,1.01,-,17.3,54,34,72.4,31.6,40.8,1.39,16.53,54.79
298,新北市,2014/01/24,永和,4.6,1.6,-,14.2,54,35,94.81,49.61,45.19,1.16,17.04,59.09
299,新北市,2014/01/24,新莊,10.8,0.99,-,18.3,61,39,75.74,34.25,41.49,1.56,16.02,57.37
300,新北市,2014/01/24,新店,4.5,0.61,-,26.4,47,25,45.27,12.52,32.75,1.43,16.35,53.79
301,新北市,2014/01/24,淡水,3.5,0.38,-,31.7,34,23,23.55,4.25,19.3,-,-,-
302,新北市,2014/01/24,汐止,3.7,0.61,-,16.8,43,24,58.4,25.27,33.13,1.47,16.14,61.55
303,新北市,2014/01/24,土城,8.1,0.69,-,22.0,60,35,62.97,29.07,33.91,1.27,14.65,59.49
304,新北市,2014/01/24,林口,6.4,0.5,-,27.4,41,23,38.07,8.45,29.6,1.25,15.46,55.29
305,新北市,2014/01/24,萬里,1.5,0.21,-,37.1,23,12,11.36,2.17,9.19,3.56,15.49,65.54
306,新北市,2014/01/23,板橋,1.8,0.5,-,20.2,24,11,31.73,8.18,23.55,2.15,16.17,46.69
307,新北市,2014/01/23,三重,3.5,1.68,-,-,52,20,138.82,96.25,42.57,-,15.98,50.26
308,新北市,2014/01/23,菜寮,1.9,0.45,-,22.3,22,14,30.17,6.67,23.5,2.52,15.58,48.99
309,新北市,2014/01/23,永和,2.4,0.53,-,26.5,19,12,28.4,10.53,17.87,2.15,15.93,53.55
310,新北市,2014/01/23,新莊,3.2,0.52,-,18.4,29,15,39.99,12.66,27.33,3.31,15.45,51.3
311,新北市,2014/01/23,新店,2.9,0.36,-,28.0,23,9,20.84,3.76,17.08,2.02,15.13,50.6
312,新北市,2014/01/23,淡水,1.8,0.18,-,37.2,16,12,7.17,1.67,5.51,-,-,-
313,新北市,2014/01/23,汐止,2.3,0.4,-,15.9,25,9,40.8,16.58,24.22,2.13,14.4,61.24
314,新北市,2014/01/23,土城,1.6,0.36,-,28.4,21,11,18.24,2.5,15.72,1.51,15.07,49.9
315,新北市,2014/01/23,林口,4.3,0.24,-,28.0,19,8,18.37,3.06,15.3,3.08,13.72,55.38
316,新北市,2014/01/23,萬里,0.8,0.14,-,35.0,24,6,-,-,-,4.64,14.05,61.07
317,新北市,2014/01/22,板橋,2.7,0.45,-,25.3,44,20,24.9,5.13,19.77,2.33,13.11,46.52
318,新北市,2014/01/22,三重,4.0,1.44,-,-,73,28,133.69,92.75,40.94,-,12.98,48.43
319,新北市,2014/01/22,菜寮,2.5,0.39,-,28.6,42,20,20.96,3.43,17.53,2.56,12.44,47.66
320,新北市,2014/01/22,永和,1.5,0.54,-,27.7,41,22,27.42,10.39,17.03,2.02,12.89,54.74
321,新北市,2014/01/22,新莊,3.1,0.37,-,28.2,46,20,19.59,2.49,17.1,3.86,12.42,49.33
322,新北市,2014/01/22,新店,2.5,0.32,-,33.5,43,17,17.13,3.55,13.59,1.89,12.63,49.66
323,新北市,2014/01/22,淡水,2.0,0.29,-,33.2,39,20,11.26,1.87,9.36,-,-,-
324,新北市,2014/01/22,汐止,2.8,0.32,-,27.5,35,14,20.18,2.74,17.42,1.6,12.45,54.53
325,新北市,2014/01/22,土城,2.8,0.33,-,32.7,41,20,14.81,1.75,13.03,1.52,12.24,49.63
326,新北市,2014/01/22,林口,2.4,0.25,-,33.9,40,18,12.66,1.7,10.96,2.85,10.33,55.77
327,新北市,2014/01/22,萬里,1.8,0.17,-,44.0,74,15,5.48,0.94,4.53,6.11,12.35,56.21
328,新北市,2014/01/21,板橋,5.8,0.58,-,31.0,131,56,20.95,2.39,18.56,2.99,13.67,46.27
329,新北市,2014/01/21,三重,7.1,1.34,-,-,169,67,128.7,87.17,41.52,-,13.35,48.85
330,新北市,2014/01/21,菜寮,6.4,0.51,-,33.8,127,55,18.68,1.93,16.74,2.6,12.93,47.91
331,新北市,2014/01/21,永和,6.7,0.77,-,29.7,129,57,33.4,11.84,21.57,2.64,13.58,53.71
332,新北市,2014/01/21,新莊,6.2,0.49,-,32.3,137,51,20.65,2.45,18.21,4.47,12.93,49.82
333,新北市,2014/01/21,新店,5.8,0.52,-,36.6,127,49,16.91,1.71,15.17,1.92,13.31,49.11
334,新北市,2014/01/21,淡水,5.9,0.43,-,41.2,126,53,9.15,1.04,8.11,-,-,-
335,新北市,2014/01/21,汐止,6.0,0.47,-,34.2,116,48,16.67,2.41,14.26,2.29,12.95,54.46
336,新北市,2014/01/21,土城,6.1,0.5,-,36.7,128,55,14.59,0.93,13.65,1.91,12.85,48.98
337,新北市,2014/01/21,林口,6.0,0.41,-,41.2,133,54,8.73,1.54,7.17,3.5,10.68,56.26
338,新北市,2014/01/21,萬里,6.3,0.38,-,46.2,150,48,7.36,1.39,5.98,9.82,12.74,58.27
339,新北市,2014/01/20,板橋,6.4,0.7,-,24.5,71,43,35.25,11.01,24.24,2.13,16.39,62.74
340,新北市,2014/01/20,三重,4.9,1.79,-,-,91,47,133.36,87.51,45.85,-,16.16,64.6
341,新北市,2014/01/20,菜寮,3.3,0.74,-,25.9,65,43,38.03,12.18,25.85,1.7,15.64,65.72
342,新北市,2014/01/20,永和,4.2,1.08,-,21.8,64,43,52.31,23.91,28.4,1.5,16.1,70.39
343,新北市,2014/01/20,新莊,7.0,0.73,-,23.6,68,45,40.67,14.43,26.24,2.83,15.38,67.17
344,新北市,2014/01/20,新店,2.3,0.5,-,29.1,61,34,19.91,3.08,16.83,1.6,15.14,66.87
345,新北市,2014/01/20,淡水,4.5,0.56,-,29.6,71,45,25.91,7.25,18.66,-,-,-
346,新北市,2014/01/20,汐止,4.7,0.57,-,25.7,61,40,29.77,8.66,21.11,1.57,15.37,74.23
347,新北市,2014/01/20,土城,5.3,0.72,-,22.7,74,46,48.69,21.08,27.61,1.38,14.71,69.31
348,新北市,2014/01/20,林口,5.2,0.45,-,35.9,85,49,19.49,3.77,15.71,1.66,14.37,72.61
349,新北市,2014/01/20,萬里,2.8,0.34,-,45.0,71,34,8.51,2.01,6.5,5.71,15.72,72.56
350,新北市,2014/01/19,板橋,2.6,0.53,-,30.2,57,35,25.26,4.55,20.71,2.21,17.14,46.35
351,新北市,2014/01/19,三重,3.5,1.41,-,-,80,37,102.69,64.5,38.2,-,16.82,48.65
352,新北市,2014/01/19,菜寮,2.7,0.53,-,33.3,55,33,23.79,5.37,18.42,3.26,16.47,47.37
353,新北市,2014/01/19,永和,2.4,0.53,-,35.8,53,36,20.25,5.9,14.35,2.65,16.6,55.11
354,新北市,2014/01/19,新莊,3.2,0.53,-,34.2,62,32,21.18,3.73,17.43,4.02,16.58,49.32
355,新北市,2014/01/19,新店,5.6,0.45,-,39.0,53,30,16.67,3.24,13.42,2.73,16.29,50.57
356,新北市,2014/01/19,淡水,2.5,0.31,-,42.6,53,33,8.38,1.53,6.85,-,-,-
357,新北市,2014/01/19,汐止,3.1,0.42,-,30.9,48,29,22.73,6.98,15.75,2.11,15.92,55.41
358,新北市,2014/01/19,土城,2.3,0.43,-,38.7,54,35,14.24,1.95,12.3,1.57,15.96,50.7
359,新北市,2014/01/19,林口,2.8,0.34,-,39.5,57,31,11.51,1.28,10.23,3.3,14.56,54.62
360,新北市,2014/01/19,萬里,3.2,0.26,-,44.4,58,26,7.05,1.31,5.74,5.45,15.51,57.19
361,新北市,2014/01/18,板橋,6.1,0.75,-,33.1,91,65,34.35,6.1,28.25,2.04,15.13,51.52
362,新北市,2014/01/18,三重,7.3,1.62,-,-,131,72,143.99,88.91,55.09,-,15.1,51.78
363,新北市,2014/01/18,菜寮,6.3,0.66,-,39.2,90,62,32.09,7.25,24.84,2.2,14.58,51.61
364,新北市,2014/01/18,永和,5.8,0.86,-,32.8,89,66,36.66,10.56,26.1,1.81,14.75,61.82
365,新北市,2014/01/18,新莊,8.3,0.69,-,35.4,99,64,35.84,8.18,27.64,3.5,13.92,56.59
366,新北市,2014/01/18,新店,10.9,0.59,-,42.5,88,58,21.43,3.46,17.97,1.91,14.31,57.75
367,新北市,2014/01/18,淡水,6.1,0.5,-,47.6,94,64,15.76,1.81,13.93,-,-,-
368,新北市,2014/01/18,汐止,6.2,0.57,-,36.7,83,57,31.77,9.64,22.12,1.53,13.93,61.81
369,新北市,2014/01/18,土城,5.5,0.66,-,40.0,91,64,32.99,12.11,20.88,1.36,13.48,57.94
370,新北市,2014/01/18,林口,5.3,0.4,-,56.5,93,61,10.19,1.5,8.69,2.68,12.53,57.89
371,新北市,2014/01/18,萬里,5.6,0.38,-,63.8,111,59,7.69,1.4,6.29,8.28,14.66,56.87
372,新北市,2014/01/17,板橋,3.1,0.58,-,22.2,34,18,31.62,7.48,24.13,2.06,17.18,56.66
373,新北市,2014/01/17,三重,3.4,1.66,-,-,66,26,123.55,80.93,42.62,-,17.01,57.9
374,新北市,2014/01/17,菜寮,2.2,0.47,-,26.8,29,20,25.62,4.26,21.36,2.55,16.56,57.39
375,新北市,2014/01/17,永和,1.4,0.58,-,26.0,28,19,27.82,8.38,19.44,2.06,16.67,65.24
376,新北市,2014/01/17,新莊,2.8,0.53,-,23.9,32,21,29.87,5.91,23.95,3.31,16.34,59.49
377,新北市,2014/01/17,新店,2.0,0.48,-,27.5,31,17,25.43,6.98,18.45,1.49,16.32,61.46
378,新北市,2014/01/17,淡水,1.7,0.37,-,27.9,32,19,16.69,3.91,12.78,-,-,-
379,新北市,2014/01/17,汐止,4.0,0.37,-,19.2,29,16,34.24,11.76,22.48,2.1,15.55,68.81
380,新北市,2014/01/17,土城,2.1,0.37,-,32.8,29,20,15.7,1.98,13.72,1.52,16.29,58.79
381,新北市,2014/01/17,林口,2.3,0.3,-,31.2,32,16,15.77,2.68,13.09,2.38,14.78,64.75
382,新北市,2014/01/17,萬里,1.6,0.17,-,41.4,33,9,4.33,1.1,3.21,4.45,15.37,67.07
383,新北市,2014/01/16,板橋,2.6,0.63,-,15.7,40,24,37.92,11.19,26.73,1.67,15.79,56.9
384,新北市,2014/01/16,三重,4.5,1.73,-,-,71,29,133.33,90.98,42.34,-,15.81,58.52
385,新北市,2014/01/16,菜寮,3.0,0.63,-,19.9,40,23,38.7,13.75,24.94,2.38,15.42,58.11
386,新北市,2014/01/16,永和,1.0,0.65,-,25.2,34,22,32.45,14.63,17.83,1.95,15.6,65.09
387,新北市,2014/01/16,新莊,2.3,0.69,-,16.4,45,26,46.51,17.65,28.85,2.58,15.07,61.07
388,新北市,2014/01/16,新店,-,-,-,-,35,17,-,-,-,2.18,16.02,59.95
389,新北市,2014/01/16,淡水,1.7,0.32,-,30.8,36,20,12.75,2.66,10.08,-,-,-
390,新北市,2014/01/16,汐止,6.1,0.44,-,13.3,35,19,40.8,15.35,25.44,1.57,14.74,68.12
391,新北市,2014/01/16,土城,1.9,0.4,-,27.0,34,21,18.15,2.94,15.21,1.19,14.93,60.92
392,新北市,2014/01/16,林口,4.0,0.35,-,25.6,37,19,20.73,3.16,17.57,2.43,13.47,66.24
393,新北市,2014/01/16,萬里,1.8,0.16,-,46.6,52,12,4.02,1.2,2.81,6.05,16.14,58.23
394,新北市,2014/01/15,板橋,1.6,0.42,-,28.6,41,21,22.02,3.78,18.22,2.61,15.28,53.11
395,新北市,2014/01/15,三重,3.8,1.55,-,-,84,28,129.66,88.23,41.43,-,15.0,54.57
396,新北市,2014/01/15,菜寮,1.9,0.38,-,31.4,41,20,19.57,2.54,17.03,3.04,14.6,53.21
397,新北市,2014/01/15,永和,1.3,0.52,-,31.0,38,20,25.19,9.28,15.91,2.41,14.95,60.33
398,新北市,2014/01/15,新莊,2.1,0.36,-,31.0,42,21,20.98,2.24,18.75,4.63,14.49,55.5
399,新北市,2014/01/15,新店,1.8,0.34,-,35.1,36,16,16.16,3.38,12.78,2.11,14.57,57.57
400,新北市,2014/01/15,淡水,1.6,0.24,-,39.0,38,21,7.17,1.52,5.65,-,-,-
401,新北市,2014/01/15,汐止,1.8,0.29,-,27.1,34,18,15.7,1.76,13.96,1.97,14.32,61.18
402,新北市,2014/01/15,土城,1.8,0.42,-,29.0,42,21,19.8,2.67,17.1,1.49,14.05,57.72
403,新北市,2014/01/15,林口,2.3,0.22,-,38.0,39,16,10.13,1.99,8.14,3.88,12.54,64.4
404,新北市,2014/01/15,萬里,1.5,0.17,-,48.8,72,17,3.11,1.08,2.03,8.51,14.67,59.25
405,新北市,2014/01/14,板橋,2.1,0.58,-,20.3,33,22,29.78,5.44,24.34,1.42,14.01,86.95
406,新北市,2014/01/14,三重,3.7,1.66,-,-,61,26,145.55,102.25,43.3,-,14.61,76.03
407,新北市,2014/01/14,菜寮,2.1,0.5,-,26.9,28,22,27.35,5.03,22.33,1.8,14.08,76.91
408,新北市,2014/01/14,永和,2.4,0.85,-,21.5,30,24,41.93,17.0,24.93,1.45,14.37,86.29
409,新北市,2014/01/14,新莊,5.8,0.5,-,28.1,29,-,24.58,3.05,21.53,2.77,13.51,82.0
410,新北市,2014/01/14,新店,1.8,0.45,-,30.2,29,18,21.18,3.03,18.15,1.21,13.97,83.11
411,新北市,2014/01/14,淡水,2.0,0.26,-,41.2,31,21,5.89,1.34,4.54,-,-,-
412,新北市,2014/01/14,汐止,1.9,0.32,-,31.4,25,17,14.7,2.58,12.12,1.92,13.58,88.51
413,新北市,2014/01/14,土城,2.0,0.53,-,23.0,35,24,25.75,2.64,23.1,0.9,13.43,84.78
414,新北市,2014/01/14,林口,1.4,0.24,-,41.3,28,16,6.1,1.01,5.09,2.6,11.67,88.39
415,新北市,2014/01/14,萬里,2.4,0.22,-,48.6,71,18,3.66,1.16,2.5,10.6,14.94,79.16
416,新北市,2014/01/13,板橋,2.7,0.62,-,22.6,46,33,27.59,4.65,22.94,1.96,15.84,79.65
417,新北市,2014/01/13,三重,3.5,1.72,-,-,74,33,112.76,73.35,39.41,-,16.15,73.88
418,新北市,2014/01/13,菜寮,1.8,0.58,-,28.9,38,31,21.28,2.82,18.46,2.0,15.69,74.95
419,新北市,2014/01/13,永和,2.2,0.76,-,-,42,33,32.37,11.53,20.84,1.7,15.8,85.03
420,新北市,2014/01/13,新莊,-,0.67,-,25.8,45,-,29.24,5.18,24.05,3.13,15.12,78.49
421,新北市,2014/01/13,新店,2.9,0.57,-,28.4,43,26,22.46,3.29,19.18,1.26,15.62,79.81
422,新北市,2014/01/13,淡水,1.6,0.37,-,40.2,49,33,5.99,1.06,4.9,-,-,-
423,新北市,2014/01/13,汐止,3.1,0.44,-,26.2,39,30,23.23,4.8,18.44,1.74,14.91,89.61
424,新北市,2014/01/13,土城,2.1,0.59,-,24.8,48,33,23.53,2.52,21.0,1.08,14.92,82.13
425,新北市,2014/01/13,林口,2.1,0.36,-,35.2,46,30,10.93,1.13,9.79,2.21,13.02,88.83
426,新北市,2014/01/13,萬里,3.3,0.32,-,47.7,89,27,4.54,1.54,3.01,7.52,16.81,78.58
427,新北市,2014/01/12,板橋,3.1,0.46,-,19.7,43,30,20.9,3.74,17.17,2.28,17.36,76.95
428,新北市,2014/01/12,三重,4.2,1.62,-,-,64,29,124.78,88.2,36.58,-,17.28,77.99
429,新北市,2014/01/12,菜寮,3.8,0.48,-,22.6,39,27,26.19,8.38,17.81,1.58,16.63,80.52
430,新北市,2014/01/12,永和,2.5,0.96,-,10.6,38,27,48.84,22.25,26.59,1.29,17.47,82.37
431,新北市,2014/01/12,新莊,-,0.45,-,25.0,34,31,22.01,5.74,16.24,3.62,16.38,81.76
432,新北市,2014/01/12,新店,1.2,0.42,-,22.7,28,15,17.9,3.19,14.71,1.39,16.6,77.94
433,新北市,2014/01/12,淡水,1.8,0.37,-,28.9,38,21,17.26,7.07,10.19,-,-,-
434,新北市,2014/01/12,汐止,3.1,0.48,-,18.0,37,26,28.22,9.22,19.0,1.31,16.58,85.92
435,新北市,2014/01/12,土城,4.6,0.53,-,20.1,45,29,25.25,6.6,18.65,1.58,16.14,80.83
436,新北市,2014/01/12,林口,2.2,0.27,-,29.3,33,19,12.82,2.85,9.97,1.64,14.52,92.47
437,新北市,2014/01/12,萬里,1.9,0.26,-,32.5,37,13,8.21,1.99,6.22,5.94,16.0,84.27
438,新北市,2014/01/11,板橋,2.0,0.67,-,21.0,23,16,35.55,12.24,23.32,1.8,20.25,63.12
439,新北市,2014/01/11,三重,2.4,1.64,-,-,52,20,119.13,78.64,40.5,-,19.73,64.93
440,新北市,2014/01/11,菜寮,2.0,0.53,-,25.6,24,15,27.7,6.46,21.24,2.34,19.49,64.06
441,新北市,2014/01/11,永和,2.4,0.72,-,26.2,18,13,32.46,13.67,18.79,1.83,19.74,71.06
442,新北市,2014/01/11,新莊,-,0.55,-,25.1,19,-,32.68,8.86,23.82,2.58,19.06,66.62
443,新北市,2014/01/11,新店,1.3,0.36,-,34.2,17,11,14.38,3.12,11.26,2.56,19.33,66.33
444,新北市,2014/01/11,淡水,0.8,0.23,-,37.7,19,13,6.48,1.21,5.27,-,-,-
445,新北市,2014/01/11,汐止,3.2,0.38,-,20.5,18,15,25.29,7.39,17.9,1.39,18.55,75.21
446,新北市,2014/01/11,土城,2.3,0.53,-,25.8,27,19,29.66,12.82,16.85,1.08,18.39,69.09
